nome_id,rank1930,rank1940,rank1950,rank1960,rank1970,rank1980,rank1990,rank2000,rank2010
207,0,0,1699,2015,2198,1500,746,403,207
208,0,0,0,2032,2297,1642,205,103,208
209,865,1309,1556,1349,558,96,54,118,209
210,0,0,1695,2002,2315,2475,2000,431,210
211,621,705,473,398,446,617,678,552,211
212,0,0,0,2041,2378,2613,2592,423,212
213,0,1330,1663,1975,1986,1450,569,303,213
214,0,0,0,0,2360,2442,1420,475,214
215,0,1313,1571,1570,1139,311,128,141,215
216,0,0,0,0,0,2604,1962,782,216
217,0,1250,1582,1655,1621,1428,706,644,217
218,382,257,177,131,90,94,115,124,218
219,866,1277,1500,1142,714,779,645,344,219
220,303,130,86,44,28,31,61,127,220
221,729,1046,1250,1252,578,194,104,167,221
222,133,169,229,321,443,736,708,393,222
223,841,1184,1248,433,186,95,67,113,223
224,0,0,1703,1973,2105,1589,339,133,224
225,875,1308,1640,1785,1138,107,112,190,225
226,0,0,0,0,0,0,2874,2446,226
227,0,0,1703,2019,2169,2150,1292,425,227
228,148,127,109,101,102,133,172,211,228
229,686,1086,1448,1762,2167,2361,2681,811,229
230,0,0,1679,1772,1038,586,340,209,230
231,842,1253,1586,1872,2128,1726,426,213,231
232,0,0,0,0,0,0,2859,1184,232
233,520,572,378,327,418,651,664,540,233
234,0,1326,1658,1864,1387,678,353,219,234
235,0,0,0,2035,2162,1188,797,350,235
236,860,1242,1443,1129,849,515,229,156,236
237,0,0,1699,1998,2203,1832,439,132,237
238,642,689,585,515,524,546,478,248,238
239,260,277,245,234,194,213,211,256,239
240,867,1297,1566,1604,632,120,73,94,240
241,753,1134,1551,1781,1905,1888,912,466,241
242,0,0,0,1967,2143,1302,877,592,242
243,0,0,0,0,2378,2546,1327,335,243
244,0,0,0,0,0,2562,1652,820,244
245,16,24,32,43,60,129,183,274,245
246,638,489,290,229,274,351,375,239,246
247,0,0,1677,1918,1717,1022,277,182,247
248,0,0,1704,2034,2363,2434,1687,483,248
249,0,1328,1663,1943,2149,2014,388,157,249
250,724,1146,1641,2009,2363,2605,2624,1787,250
251,0,0,0,2021,2175,631,338,199,251
252,30,37,49,50,56,117,216,310,252
253,858,1276,1563,1633,881,304,152,155,253
254,824,1220,1491,1621,758,58,33,112,254
255,861,1307,1668,1832,1806,1076,535,353,255
256,87,104,150,201,265,343,387,255,256
257,572,786,844,598,183,15,27,122,257
258,869,1297,1653,1966,2126,2015,1090,391,258
259,0,0,0,2043,2382,2562,1749,473,259
260,0,0,0,2043,2352,1401,385,346,260
261,837,1248,1619,1959,2292,2466,2159,1290,261
262,0,0,0,0,2377,2552,2289,943,262
263,766,1179,1440,1516,1265,290,45,77,263
264,871,1306,1666,1956,2263,1953,742,376,264
265,0,0,0,0,2395,2612,1889,484,265
266,433,396,331,299,254,278,301,326,266
267,518,585,708,818,1035,1426,1034,579,267
268,0,0,0,2035,2337,2326,435,136,268
269,0,0,1687,1986,2053,871,182,180,269
270,176,94,47,29,22,33,70,158,270
271,859,1260,1536,1623,1629,1377,359,218,271
272,825,1183,1327,1235,1101,1110,777,590,272
273,0,0,0,0,2396,2594,1554,273,273
274,511,469,415,361,306,317,270,235,274
275,753,996,1218,1297,1192,900,399,212,275
276,666,774,747,594,521,473,358,332,276
277,0,1323,1683,1987,2297,2286,1280,496,277
278,0,1321,1679,1948,1617,271,138,144,278
279,0,0,1664,1992,2270,2334,1088,422,279
280,288,142,64,34,21,34,93,176,280
281,0,1319,1669,1903,2173,1994,975,534,281
282,635,879,1016,730,98,10,18,81,282
283,7,6,7,12,20,45,108,197,283
284,0,0,1692,1960,1752,486,267,191,284
285,771,1112,1199,998,947,947,713,573,285
286,0,0,0,2042,2361,2539,2384,512,286
287,863,1287,1654,1998,2324,2456,1748,778,287
288,874,1312,1579,1825,1996,1046,323,187,288
289,28,32,34,45,85,216,393,460,289
290,751,1026,718,350,141,47,64,153,290
291,0,0,0,0,0,2637,2499,1119,291
292,0,0,0,0,2393,2617,2592,382,292
293,0,1310,1652,1846,1881,1425,685,416,293
294,846,1250,1508,1570,1418,1068,680,372,294
295,0,0,0,0,2395,2583,942,312,295
296,238,292,344,316,239,179,191,260,296
297,0,1320,1694,1897,1918,1064,253,217,297
298,0,0,0,0,0,2635,2447,649,298
299,274,174,100,53,33,26,102,201,299
300,0,1315,1670,1920,1619,566,484,229,300
301,0,0,0,2039,2313,674,655,395,301
302,538,474,410,377,368,446,296,281,302
303,0,0,1688,2003,2322,1916,1211,515,303
304,0,1322,1657,1890,2087,1893,501,351,304
305,858,1195,1572,1810,2032,2000,854,469,305
306,802,1230,1600,1957,2252,2222,473,231,306
307,0,1304,1592,1596,1250,914,372,242,307
308,0,0,1686,1970,2208,1372,527,227,308
309,0,0,0,2043,2235,2128,1268,399,309
310,0,1310,1542,1483,397,262,362,250,310
311,0,1324,1695,1981,2199,2144,445,179,311
312,472,505,1033,1437,1894,1471,694,630,312
313,0,0,0,0,0,2664,2766,972,313
314,697,884,1092,1010,819,70,66,186,314
315,702,860,676,328,93,99,134,166,315
316,0,1321,1686,2017,2378,2572,2534,322,316
317,0,0,1702,1974,2128,1878,193,171,317
318,0,0,0,0,0,0,2885,1617,318
319,0,0,0,0,2392,2542,2314,359,319
320,781,1158,1466,1596,1511,505,196,215,320
321,0,0,0,0,2329,2378,1815,724,321
322,0,1330,1696,1975,2238,2277,584,241,322
323,0,1326,1685,1947,1342,733,496,488,322
324,624,863,1122,1464,1859,2242,2221,716,323
325,42,54,77,122,227,429,499,635,324
326,0,0,0,0,0,2673,2754,365,325
327,0,0,0,0,2345,2472,2574,1096,326
328,0,0,0,0,2398,2648,2880,2626,327
329,763,1050,1253,1347,1342,1493,1383,506,328
330,0,0,0,0,0,2651,2753,2151,329
331,860,1195,1421,1279,643,438,335,223,330
332,589,424,283,190,156,197,192,262,331
333,830,1216,1543,1795,2075,2194,1510,645,332
334,0,0,0,0,2395,2582,2282,678,333
335,871,1278,1610,1726,1548,855,518,400,334
336,0,1251,1519,1705,1726,1724,1027,417,335
337,784,543,274,137,65,51,86,149,336
338,0,0,1693,1938,1865,251,47,84,337
339,0,0,1693,1987,2150,1844,732,507,338
340,422,407,422,443,491,542,556,559,339
341,0,0,1704,1948,1389,257,142,232,340
342,760,1053,1310,1256,1246,1300,923,723,341
343,0,0,0,0,2372,2500,761,249,342
344,0,0,0,0,0,2627,2049,533,343
345,792,1178,1515,1819,1346,423,258,298,344
346,257,244,279,389,530,744,623,333,345
347,0,0,1698,2009,2335,2513,2214,569,346
348,0,0,0,2043,2375,2501,1673,424,347
349,0,1308,1613,1407,826,185,103,172,348
350,0,0,0,0,2393,2438,1613,579,349
351,875,1031,1391,1408,1130,1115,916,705,350
352,0,0,1703,2036,2374,2597,2522,706,351
353,0,0,0,2041,2371,2501,1222,406,352
354,43,39,37,36,51,109,159,266,353
355,134,235,175,42,42,55,122,230,354
356,875,1310,1628,1886,2081,1698,787,330,355
357,12,13,11,11,12,35,85,173,356
358,0,1325,1577,1655,1337,575,264,470,357
359,822,1186,1423,1448,1236,231,109,192,358
360,0,0,0,0,2383,2436,767,251,359
361,0,0,0,0,0,2673,2743,1131,360
362,26,31,33,30,25,56,141,267,361
363,0,1309,1604,1570,1041,614,366,283,362
364,0,0,0,1994,1911,770,299,237,363
365,95,73,75,61,66,72,131,225,364
366,839,1158,1336,1018,888,609,312,240,365
367,120,149,199,281,348,299,360,465,366
368,689,858,812,400,94,76,99,170,367
369,533,585,402,225,182,173,210,263,368
370,832,1039,1134,1354,876,112,82,202,369
371,867,1307,1590,1771,1719,1347,451,226,370
372,0,0,0,0,2398,2642,2751,1348,371
373,682,701,240,67,13,12,38,151,372
374,706,682,623,546,550,756,870,745,373
375,694,823,913,1153,1459,2212,1751,1621,374
376,689,696,450,205,75,36,62,162,375
377,259,384,526,502,452,235,164,140,376
378,840,1240,1463,1349,302,27,46,147,377
379,385,377,325,291,259,292,345,360,378
380,0,0,1677,1805,1270,344,236,289,379
381,0,0,0,2037,2313,2192,502,210,380
382,817,1221,1556,1852,2148,590,303,184,381
383,863,1168,971,550,310,168,113,198,382
384,0,0,1703,2014,2351,2574,2504,701,383
385,859,1258,1403,1094,900,517,330,254,384
386,873,1310,1574,1685,1301,800,476,337,385
387,194,214,225,263,300,525,545,418,386
388,730,1121,1499,1677,1064,154,180,327,387
389,0,0,0,2037,2216,1884,2063,1077,388
390,0,0,0,0,0,2651,2379,588,389
391,460,393,294,325,386,467,215,253,390
392,851,1275,1608,1411,252,29,31,139,391
393,0,0,0,2042,2295,984,457,324,392
394,862,1236,1359,979,569,335,227,236,393
395,0,0,0,0,0,2651,2205,663,394
396,253,230,176,187,217,332,551,662,395
397,0,1305,1601,1740,1839,1815,1971,282,396
398,0,0,0,0,0,2592,2341,700,397
399,0,0,0,0,2381,2075,589,338,398
400,863,1282,1640,1969,2243,865,487,265,399
401,797,1223,1565,1836,1726,623,341,505,400
402,870,1321,1700,1988,1871,217,197,309,401
403,0,0,0,0,0,2670,2816,1877,402
404,510,306,224,172,163,159,177,280,403
405,0,0,0,0,0,0,2697,872,404
406,0,0,0,0,0,2664,2698,1186,405
407,17,19,26,39,82,218,412,603,406
408,0,1315,1646,1852,2010,1543,436,277,407
409,314,171,137,120,120,149,222,293,408
410,0,0,1705,2031,2338,2334,758,134,409
411,0,0,0,2029,2335,2469,2271,1415,410
412,809,1217,1561,1816,1686,626,492,509,411
413,0,0,0,0,0,2642,2368,765,412
414,0,1321,1665,1693,594,204,95,159,413
415,123,208,287,375,454,553,503,541,414
416,792,1072,1218,1235,1491,1803,1784,1288,415
417,619,737,582,269,34,16,71,185,416
418,0,0,0,0,2312,1053,356,319,417
419,862,1301,1652,1907,2044,1460,738,565,418
420,0,0,0,2036,2287,1987,852,415,419
421,0,0,0,0,0,2632,1433,492,420
422,0,0,0,0,0,2643,1882,637,421
423,0,0,0,1999,2201,1666,876,599,422
424,876,1310,1678,1943,2066,1650,695,584,423
425,869,1235,1240,1248,852,325,209,234,424
426,0,0,0,0,0,0,2907,2647,425
427,855,1236,1510,1268,672,261,244,269,426
428,748,878,583,215,86,130,125,207,427
429,0,0,0,0,0,2639,2688,571,428
430,0,1316,1694,2015,2354,2488,1696,997,429
431,0,0,0,0,2395,2592,1130,374,430
432,0,0,0,0,0,2553,1776,1259,431
433,0,0,0,0,0,2655,2521,723,432
434,871,1307,1686,1962,1992,506,226,247,433
435,219,314,347,180,87,75,106,285,434
436,875,1321,0,0,2388,2563,2135,1057,435
437,0,1327,1690,1953,2207,2017,1042,438,436
438,0,0,0,0,0,2648,1955,777,437
439,0,0,0,2038,2368,2448,1214,426,438
440,0,0,0,2026,2199,1503,856,544,439
441,345,509,535,540,537,647,643,643,440
442,0,0,0,2039,2391,2562,2510,1000,441
443,527,757,936,1156,1588,2261,2689,2057,442
444,604,766,833,836,907,1026,831,680,443
445,805,999,954,784,613,633,355,432,444
446,874,1289,1651,1798,1116,434,265,318,445
447,0,0,0,0,0,2625,1651,577,446
448,823,1012,702,370,221,161,133,243,447
449,844,1056,465,114,44,30,51,168,448
450,0,0,0,0,0,2664,2865,1096,449
451,0,0,0,0,2396,2536,897,339,450
452,0,1324,1645,1765,1559,1517,1226,437,451
453,816,1213,1431,1240,583,485,377,291,452
454,0,0,1646,1663,1445,1639,1407,708,453
455,859,1275,1538,927,370,306,292,294,454
456,0,0,0,0,2398,2471,1062,347,455
457,0,0,1702,0,2360,2420,1659,897,456
458,166,156,116,72,50,86,169,304,457
459,0,0,0,0,2391,2558,2153,1205,458
460,0,0,0,0,2396,2591,2462,1235,459
461,808,1124,941,836,722,314,223,246,460
462,0,0,0,0,0,2658,2053,370,461
463,18,20,25,37,62,135,250,364,462
464,0,1314,1660,1871,2023,1165,555,371,463
465,0,0,0,0,0,2674,2415,717,464
466,767,939,1007,901,684,555,327,311,465
467,0,0,0,0,2331,2004,1559,742,466
468,0,0,0,0,0,0,2867,1404,467
469,0,0,0,2027,2375,2501,1890,609,468
470,0,0,1700,2038,2379,2621,2517,1159,469
471,0,0,1683,1940,1795,1185,639,421,470
472,861,1274,1464,1381,266,82,173,314,471
473,0,1312,1478,1077,467,228,248,297,472
474,0,0,0,1956,2232,1812,757,390,473
475,850,1263,1487,1429,948,659,449,641,474
476,0,0,0,2042,2311,2476,2664,604,475
477,0,0,0,2012,2246,1150,571,394,476
478,875,1309,1596,1613,1018,581,316,244,477
479,719,778,823,533,301,183,139,284,478
480,0,0,1702,2010,2270,1977,1807,1084,479
481,840,1045,923,590,380,171,144,316,480
482,0,0,0,0,2382,2287,1417,754,481
483,0,1278,1478,1271,832,488,329,323,482
484,0,1253,1350,903,611,520,510,495,483
485,0,0,0,0,2391,2585,1886,491,484
486,0,0,0,0,0,2641,1893,623,485
487,82,111,130,189,359,673,753,693,486
488,0,0,0,0,2398,2587,2236,1181,487
489,0,0,0,0,0,2670,2487,731,488
490,0,0,1686,2023,2342,2438,1842,887,489
491,0,0,0,0,0,0,2726,1426,490
492,0,0,1700,1970,1934,857,477,401,491
493,0,0,0,1989,749,327,417,380,492
494,206,163,170,258,381,572,620,597,493
495,0,1327,0,2042,2384,2479,825,486,494
496,0,0,0,0,2388,2507,1557,856,495
497,0,0,0,0,2392,2394,778,392,496
498,68,88,114,162,251,415,395,404,497
499,0,0,0,0,2388,2576,1874,696,498
500,0,0,0,0,2388,2311,1304,526,499
501,0,0,0,2039,2312,2275,883,535,500
502,0,0,0,0,0,2618,2507,945,501
503,867,1255,1678,2012,2338,1781,662,704,502
504,0,0,0,0,0,0,0,2726,503
505,746,798,602,419,243,134,154,245,504
506,869,1244,1522,1513,922,655,538,352,505
507,783,932,223,41,16,14,60,252,506
508,0,0,0,0,0,0,2906,2646,507
509,647,624,692,723,1020,1205,1047,613,508
510,793,1152,1611,1940,2256,1579,407,375,509
511,0,0,1690,1981,2159,2029,1261,709,510
512,0,0,1705,2017,2344,2601,2406,1595,511
513,797,1108,1288,1393,1708,1459,814,729,512
514,873,1234,1330,1118,480,414,188,299,513
515,0,0,0,0,0,0,2846,2021,514
516,0,0,0,0,0,2649,1715,697,515
517,0,0,0,0,2365,2072,1162,944,516
518,0,0,0,0,0,2669,2777,1452,517
519,305,303,299,304,326,443,607,521,518
520,0,0,0,0,2401,2574,1465,572,519
521,0,1292,1604,1221,593,312,149,233,520
522,0,0,1538,1876,1648,1207,656,478,521
523,0,1283,1629,1798,1633,979,567,354,522
524,490,615,544,411,333,259,259,373,523
525,0,1326,1697,2023,2306,2565,2526,978,524
526,0,0,1697,0,2377,2395,1729,710,525
527,0,1305,1632,1866,1826,1126,614,379,526
528,0,0,0,2037,2331,2224,722,520,527
529,0,0,0,0,2365,2166,714,377,528
530,0,0,0,0,2398,2637,2281,822,529
531,0,0,0,0,0,2436,1527,1239,530
532,0,1308,1638,1671,1263,823,504,411,531
533,0,0,0,0,0,2638,2436,816,531
534,0,0,1692,1961,2065,496,123,224,532
535,0,1311,1666,1979,2321,2533,2677,1899,533
536,0,0,0,0,0,0,2904,2626,534
537,0,0,0,0,0,2664,2580,856,535
538,835,1184,1450,1456,1093,706,488,419,536
539,0,0,0,0,0,2673,2749,1596,537
540,0,0,0,0,0,0,2799,1627,538
541,858,1263,1538,1518,915,663,609,435,539
542,0,1326,1691,2036,2374,2542,1833,642,540
543,812,1113,1093,670,119,20,39,174,541
544,0,0,0,2022,2260,2250,1218,457,542
545,370,271,166,146,135,131,194,384,543
546,0,0,0,0,2391,2541,1890,494,544
547,99,117,134,132,154,234,293,468,545
548,160,99,74,60,71,124,212,320,546
549,854,1300,1578,1756,1035,141,83,204,547
550,0,0,1704,1965,2201,2010,848,477,548
551,747,1036,1141,1124,1125,1072,902,761,549
552,368,209,136,88,72,115,220,362,550
553,0,0,0,0,0,0,2893,2325,551
554,854,1240,1509,1580,1608,1584,1287,1002,552
555,0,0,0,2030,1983,606,324,433,553
556,0,0,1691,2025,2324,882,285,355,554
557,855,1305,1650,1952,2143,956,234,259,555
558,0,0,1704,2005,2107,1851,1411,586,556
559,0,1304,1602,1644,1584,1120,608,410,557
560,0,0,0,2024,2281,1347,153,193,558
561,0,0,0,0,0,2670,2511,981,559
562,0,0,0,0,0,0,2627,1041,560
563,0,0,0,2037,2192,337,295,439,561
564,0,0,1705,1995,2237,1421,702,631,562
565,0,0,1697,1877,2048,2169,1911,1133,563
566,0,1318,1705,0,2345,2425,1863,1189,564
567,802,827,468,279,125,123,199,349,565
568,0,1280,1533,1611,457,132,185,341,566
569,329,190,105,62,57,87,150,325,567
570,0,0,0,0,0,2628,2249,551,568
571,0,0,0,0,0,0,2788,1265,569
572,0,1320,1601,1657,1427,819,530,396,570
573,0,1330,1699,1990,2319,2518,2422,740,571
574,0,0,0,0,0,0,0,2343,572
575,0,0,0,0,2398,2558,1724,660,573
576,0,1329,0,2003,2143,751,383,444,574
577,0,0,0,0,2383,2287,438,290,575
578,0,0,1688,1898,969,456,370,428,576
579,755,901,872,726,699,814,552,436,577
580,836,1152,1187,1121,1215,1567,1758,1397,578
581,874,1287,1619,1736,1130,780,690,464,579
582,0,0,0,0,0,2673,2435,563,580
583,0,0,0,0,0,2549,2499,1919,581
584,0,0,0,2012,1792,357,245,386,582
585,0,0,0,0,0,2631,2766,554,583
586,0,0,0,0,2400,2637,2165,723,584
587,0,1287,1548,1534,1134,680,421,398,585
588,0,1328,1661,1753,1368,740,511,514,586
589,0,0,0,2040,2337,2050,833,621,587
590,0,1304,1688,1955,2256,2241,1157,521,588
591,0,0,0,0,2386,2354,1202,542,589
592,868,1268,1471,1382,1546,1647,984,651,590
593,201,131,124,118,155,248,331,412,591
594,0,1301,1525,1331,637,346,232,307,592
595,859,1248,1563,1821,2081,2175,1660,841,593
596,0,0,0,2037,2256,1643,750,489,594
597,13,10,10,15,24,81,203,356,595
598,449,702,1235,1449,1834,2289,2222,1448,596
599,163,254,396,486,617,804,780,809,597
600,0,0,0,0,0,2649,2236,871,598
601,0,0,0,2011,2272,2044,1385,919,599
602,0,0,0,0,0,2616,2534,1782,600
603,873,1283,1640,1922,2188,2357,1885,938,601
604,0,0,0,0,2370,2255,1201,720,602
605,0,0,1685,1971,2250,2403,1259,840,603
606,0,0,0,0,0,2661,2807,566,604
607,0,0,0,2042,2367,2532,2534,785,605
608,0,0,0,0,2401,2319,928,853,606
609,678,534,381,262,218,298,337,481,607
610,0,0,0,0,2353,1450,1022,594,607
