nome_id,rank1930,rank1940,rank1950,rank1960,rank1970,rank1980,rank1990,rank2000,rank2010
7032,0,0,0,0,0,2638,2805,2606,2443
7033,0,0,0,2036,2376,2554,2698,2612,2443
7034,0,0,0,2040,2387,2611,2739,2613,2443
7035,0,0,0,0,0,2674,2750,2613,2443
7036,0,0,0,0,0,2378,2583,2637,2443
7037,0,1310,1664,1957,2261,2364,2130,2640,2443
7038,0,1311,1640,1941,2246,2488,2709,2641,2443
7039,0,0,0,0,0,0,2881,2690,2443
7040,0,0,0,0,0,0,2924,2691,2443
7041,0,1322,1683,1939,2301,2544,2841,2704,2443
7042,0,0,0,0,0,0,0,2720,2443
7043,0,0,0,0,0,0,0,2730,2443
7044,874,1320,1676,1985,2360,2646,2850,2734,2443
7045,0,0,0,0,0,0,0,2757,2443
7046,862,1281,1667,2006,2340,2634,2878,2761,2443
7047,0,0,1694,2017,2384,2667,2928,2772,2443
7048,0,0,0,0,0,0,0,2777,2443
7049,0,0,0,0,0,0,0,2797,2443
7050,0,0,0,0,0,0,0,2805,2443
7051,0,0,0,0,0,0,2930,2806,2443
7052,0,0,0,0,0,0,2929,0,2443
7053,0,0,1700,1897,1737,1441,1697,2210,2444
7054,0,1301,1598,1628,1365,1296,1772,2308,2444
7055,0,0,0,2020,2321,2540,2685,2329,2444
7056,0,0,0,0,2339,2165,2137,2387,2444
7057,799,1049,1138,1098,1189,1525,2053,2439,2444
7058,340,337,431,513,748,1468,2191,2499,2444
7059,0,0,0,0,0,2662,2688,2506,2444
7060,0,0,0,0,2369,2444,2309,2515,2444
7061,0,0,0,0,0,2603,2373,2559,2444
7062,0,0,0,0,2386,2601,2765,2574,2444
7063,0,0,0,2039,2350,2615,2821,2581,2444
7064,0,0,0,0,0,0,2781,2587,2444
7065,674,897,1183,1404,1770,2228,2615,2612,2444
7066,0,0,0,0,0,2673,2878,2618,2444
7067,0,0,0,0,0,0,2847,2627,2444
7068,0,0,0,0,0,2611,2784,2641,2444
7069,0,0,0,0,0,2657,2871,2661,2444
7070,0,0,0,0,0,2655,2757,2675,2444
7071,0,0,0,0,0,2667,2797,2677,2444
7072,0,0,0,0,0,2653,2793,2700,2444
7073,0,0,0,0,0,2661,2885,2709,2444
7074,0,0,0,0,0,0,2926,2715,2444
7075,0,0,0,0,0,0,2904,2732,2444
7076,853,1260,1571,1901,2266,2583,2828,2744,2444
7077,0,0,0,0,0,2663,2870,2749,2444
7078,0,0,0,0,0,0,0,2802,2444
7079,0,1227,1329,1288,1258,1481,1139,2237,2445
7080,465,487,648,869,1258,1808,2301,2388,2445
7081,0,1329,1615,942,683,968,1662,2404,2445
7082,0,1300,1621,1868,2000,2045,2240,2411,2445
7083,0,0,0,0,0,0,2835,2417,2445
7084,872,1318,1680,2014,2367,2597,2248,2422,2445
7085,0,0,1688,1981,2160,1795,2074,2447,2445
7086,759,868,809,745,902,1457,2200,2451,2445
7087,0,0,0,2029,2334,2508,2557,2504,2445
7088,0,0,0,0,0,2667,2746,2510,2445
7089,0,0,0,0,2398,2566,2619,2569,2445
7090,0,0,0,0,0,2663,2802,2572,2445
7091,0,0,0,0,0,0,2848,2578,2445
7092,0,0,0,0,2383,2527,2658,2581,2445
7093,0,0,0,0,0,2647,2795,2590,2445
7094,0,0,0,0,2401,2632,2717,2593,2445
7095,0,0,1695,2020,2330,2496,2676,2594,2445
7096,0,0,0,0,0,2658,2799,2604,2445
7097,0,1321,1679,1986,2241,2504,2696,2619,2445
7098,0,0,0,0,0,0,2901,2619,2445
7099,0,0,1695,2005,2345,2584,2792,2634,2445
7100,0,0,0,0,0,2641,2824,2640,2445
7101,0,0,0,0,0,0,2877,2656,2445
7102,0,0,0,0,0,0,2809,2658,2445
7103,0,0,0,0,0,0,2915,2718,2445
7104,0,0,0,0,2396,2644,2846,2721,2445
7105,0,0,0,0,0,0,2924,2722,2445
7106,0,0,0,0,0,0,0,2727,2445
7107,0,0,0,0,0,0,0,2746,2445
7108,0,0,0,0,0,0,0,2782,2445
7109,0,0,0,0,0,0,0,0,2445
7110,0,0,0,0,0,0,0,0,2445
7111,0,0,0,0,0,0,0,0,2445
7112,0,0,0,0,0,0,0,0,2445
7113,0,0,1653,1662,604,687,1036,1830,2446
7114,813,1098,1090,1075,1113,994,1279,1957,2446
7115,0,1326,1642,1898,1942,1868,2256,2439,2446
7116,0,0,0,0,0,2650,2784,2446,2446
7117,0,0,0,2040,2353,2419,2562,2471,2446
7118,0,0,0,2023,2337,2625,2909,2472,2446
7119,0,0,0,0,0,0,2671,2490,2446
7120,0,0,1699,1981,2218,2320,2478,2518,2446
7121,0,0,0,0,0,2658,2734,2528,2446
7122,0,0,0,0,2352,2332,2383,2539,2446
7123,0,0,0,0,2388,2660,2778,2546,2446
7124,0,0,0,0,2390,2595,2696,2569,2446
7125,633,725,824,1050,1267,1954,2487,2576,2446
7126,0,0,0,0,0,2581,2750,2605,2446
7127,0,0,0,0,2401,2334,2720,2613,2446
7128,0,0,0,0,0,0,2743,2620,2446
7129,0,0,0,0,0,2585,2574,2630,2446
7130,0,0,0,0,0,0,2926,2631,2446
7131,0,0,0,0,2375,2625,2850,2645,2446
7132,0,0,0,0,0,2641,2818,2666,2446
7133,0,0,0,0,0,0,2913,2668,2446
7134,0,0,0,2033,2367,2613,2795,2669,2446
7135,0,0,0,0,0,0,0,2673,2446
7136,873,1237,1496,1737,2067,2436,2597,2675,2446
7137,0,0,0,0,0,0,2885,2688,2446
7138,331,531,810,1165,1746,2373,2725,2692,2446
7139,0,0,0,0,0,0,2886,2696,2446
7140,0,0,0,0,0,0,2908,2711,2446
7141,0,0,0,0,0,0,2891,2718,2446
7142,798,1096,1451,1884,2324,2626,2880,2732,2446
7143,0,0,0,0,0,0,2926,2748,2446
7144,0,0,0,0,0,0,0,2775,2446
7145,0,0,0,0,0,0,0,2779,2446
7146,0,0,0,0,0,0,0,2799,2446
7147,0,0,0,0,0,0,0,0,2446
7148,0,0,0,2040,2238,2011,1840,2125,2447
7149,0,0,0,0,0,0,0,2174,2447
7150,0,0,0,1717,1274,1180,1621,2241,2447
7151,0,0,1701,2034,2338,2511,2263,2296,2447
7152,0,0,0,0,2364,2441,2202,2359,2447
7153,0,0,0,0,2388,2498,2423,2381,2447
7154,0,1306,1551,1633,1625,1658,2040,2407,2447
7155,430,435,566,785,1153,1707,2327,2531,2447
7156,601,660,674,696,934,1556,2308,2534,2447
7157,0,0,0,0,2332,2520,2652,2534,2447
7158,0,0,0,0,2362,2525,2659,2550,2447
7159,0,0,0,0,2400,2648,2820,2559,2447
7160,0,0,0,0,0,2667,2912,2580,2447
7161,0,0,0,0,0,2668,2829,2617,2447
7162,0,0,0,0,0,0,0,2629,2447
7163,0,0,0,0,0,0,2900,2655,2447
7164,0,0,0,0,0,2663,2869,2672,2447
7165,0,0,0,0,0,0,2894,2675,2447
7166,0,0,0,0,0,2662,2893,2682,2447
7167,0,0,0,0,0,0,2928,2683,2447
7168,0,0,0,0,0,0,2915,2709,2447
7169,0,0,0,0,0,0,2916,2710,2447
7170,0,0,0,0,0,0,0,2716,2447
7171,0,0,0,0,0,0,2925,2725,2447
7172,0,0,0,2042,0,2662,2892,2731,2447
7173,829,1174,1504,1773,2238,2584,2853,2739,2447
7174,0,0,0,0,0,0,2902,2743,2447
7175,0,0,0,0,0,0,2913,2744,2447
7176,0,1323,1691,2036,2376,2660,2881,2754,2447
7177,0,0,0,0,0,0,0,2760,2447
7178,0,0,0,0,0,0,2919,2765,2447
7179,0,0,0,0,0,0,2924,2767,2447
7180,0,0,0,0,2401,2650,2885,2768,2447
7181,0,0,0,0,0,0,0,2769,2447
7182,0,0,0,0,0,0,0,2778,2447
7183,0,0,0,0,0,0,0,2779,2447
7184,0,0,0,0,0,0,0,2787,2447
7185,0,0,0,0,0,2668,2922,2794,2447
7186,0,0,0,0,2291,2130,1601,2099,2448
7187,874,1191,1353,1338,690,918,2192,2275,2448
7188,0,1282,1419,1400,1276,1182,1502,2284,2448
7189,0,0,0,2018,2263,2121,2028,2335,2448
7190,0,1297,1639,1869,2043,2170,2336,2407,2448
7191,0,0,1697,1979,2041,1323,2056,2412,2448
7192,0,0,1701,1991,2253,2391,2573,2429,2448
7193,0,0,0,0,2396,2631,2714,2442,2448
7194,0,0,0,0,2402,2506,2598,2446,2448
7195,0,0,0,0,2395,2662,2844,2455,2448
7196,0,0,0,2022,2345,2549,2453,2494,2448
7197,0,0,1684,1957,2126,2135,2267,2507,2448
7198,0,0,0,0,0,0,2853,2521,2448
7199,0,0,0,0,2399,2587,2653,2556,2448
7200,696,849,1353,1719,2056,2302,2595,2596,2448
7201,845,1243,1620,1943,2323,2616,2880,2606,2448
7202,0,1327,0,2035,2381,2606,2725,2615,2448
7203,0,0,0,0,0,2674,2900,2674,2448
7204,0,0,0,0,2391,2650,2905,2674,2448
7205,0,0,0,0,0,0,2913,2683,2448
7206,0,0,0,0,0,0,0,2691,2448
7207,0,0,0,0,0,0,2903,2716,2448
7208,0,0,0,0,0,0,0,2720,2448
7209,0,0,0,2030,2345,2606,2848,2729,2448
7210,0,0,0,0,0,0,2917,2729,2448
7211,0,0,0,0,0,0,0,2739,2448
7212,0,0,0,0,0,0,0,2741,2448
7213,0,0,0,0,0,0,0,2761,2448
7214,0,0,0,0,0,0,2923,2773,2448
7215,0,0,0,2042,2392,2669,2889,2783,2448
7216,0,0,0,0,0,0,2928,2790,2448
7217,0,0,0,0,0,0,0,2793,2448
7218,0,0,0,0,0,0,0,2798,2448
7219,0,0,0,0,0,0,0,0,2448
7220,0,0,0,0,0,0,0,0,2448
7221,0,0,0,0,0,0,0,0,2448
7222,0,0,0,0,2388,2081,1424,2122,2449
7223,0,1307,1452,983,867,1112,1737,2332,2449
7224,0,0,1677,1926,2050,1948,2066,2381,2449
7225,0,0,0,1958,2286,2287,2416,2386,2449
7226,0,0,1696,1951,1958,1741,2026,2422,2449
7227,446,483,664,845,1103,1590,2137,2448,2449
7228,647,813,898,995,1133,1405,1991,2469,2449
7229,0,0,0,0,2375,2421,2400,2473,2449
7230,0,0,0,2034,2308,2488,2640,2502,2449
7231,0,0,0,0,2381,2514,2605,2525,2449
7232,0,0,1687,2011,2380,2654,2620,2533,2449
7233,0,0,0,0,0,0,2888,2545,2449
7234,0,0,0,0,0,2665,2812,2554,2449
7235,0,0,0,0,0,0,2794,2560,2449
7236,0,0,0,0,2401,2609,2682,2568,2449
7237,102,160,226,425,741,1515,2350,2575,2449
7238,0,0,0,0,0,2657,2742,2593,2449
7239,0,0,0,0,2402,2551,2677,2599,2449
7240,0,0,0,0,0,0,2883,2633,2449
7241,0,0,0,0,0,2668,2877,2643,2449
7242,0,0,0,0,0,0,0,2648,2449
7243,860,1283,1559,1808,2088,2363,2657,2661,2449
7244,0,0,0,0,0,0,2904,2665,2449
7245,0,0,0,2027,2344,2576,2749,2674,2449
7246,0,0,0,0,0,2674,2860,2677,2449
7247,0,0,0,0,0,0,0,2693,2449
7248,0,0,0,0,2392,2500,2741,2704,2449
7249,0,0,0,0,0,0,2914,2710,2449
7250,0,0,0,0,0,0,2918,2722,2449
7251,0,0,0,0,0,0,2912,2724,2449
7252,0,0,0,0,0,0,0,2729,2449
7253,0,0,0,0,2400,2673,2916,2731,2449
7254,0,0,0,0,0,0,2920,2745,2449
7255,0,0,0,0,0,0,0,2745,2449
7256,0,0,0,0,0,0,2895,2748,2449
7257,0,0,0,0,0,0,2929,2753,2449
7258,0,0,0,0,0,0,2914,2757,2449
7259,0,0,0,0,0,0,0,2763,2449
7260,0,0,0,0,0,0,0,2774,2449
7261,0,0,0,0,0,0,0,2787,2449
7262,0,0,0,0,0,0,0,2804,2449
7263,0,0,1690,1781,1114,964,1477,2216,2450
7264,0,0,0,2024,2196,1916,1948,2359,2450
7265,872,1239,1377,1284,1198,1392,1824,2382,2450
7266,0,0,0,0,2367,2549,2586,2395,2450
7267,0,0,0,0,0,2618,2557,2409,2450
7268,0,0,0,0,2393,2346,2280,2425,2450
7269,871,993,1063,703,761,1164,1874,2439,2450
7270,0,0,0,0,2333,2484,2555,2451,2450
7271,864,1251,1526,1785,2091,2337,2506,2521,2450
7272,0,1253,1534,1655,1744,1985,2362,2532,2450
7273,0,0,0,0,0,2671,2696,2552,2450
7274,0,0,0,0,0,0,2759,2554,2450
7275,0,0,0,0,0,0,2842,2555,2450
7276,0,0,0,0,0,2630,2757,2559,2450
7277,0,0,0,0,2357,2557,2682,2561,2450
7278,0,0,0,0,0,2666,2847,2587,2450
7279,0,0,0,0,0,0,2874,2610,2450
7280,0,0,0,2032,2377,2627,2822,2615,2450
7281,0,0,0,0,0,0,2906,2615,2450
7282,0,0,0,0,0,0,0,2628,2450
7283,0,0,0,0,2390,2610,2755,2649,2450
7284,0,0,0,0,0,2671,2883,2656,2450
7285,0,0,0,0,0,0,2879,2686,2450
7286,0,0,0,0,0,0,2826,2696,2450
7287,0,0,0,0,0,0,0,2699,2450
7288,0,0,0,0,0,0,2912,2716,2450
7289,867,1315,1677,2006,2392,2671,2902,2725,2450
7290,0,0,0,0,0,0,0,2733,2450
7291,0,0,0,0,0,0,2929,2741,2450
7292,0,0,0,0,0,0,0,2749,2450
7293,0,0,0,0,0,0,0,2780,2450
7294,0,0,0,0,0,0,0,2798,2450
7295,0,0,0,0,0,0,0,0,2450
7296,0,1280,1490,1456,1182,873,1135,2092,2451
7297,0,0,1679,1942,2057,1892,2042,2355,2451
7298,0,0,1663,1916,1838,1680,2104,2409,2451
7299,863,1200,1382,1395,1454,1714,2232,2453,2451
7300,0,0,0,0,2385,2583,2655,2469,2451
7301,0,0,0,0,2345,2461,2475,2525,2451
7302,0,0,0,0,0,2609,2721,2533,2451
7303,0,0,0,0,0,2611,2625,2544,2451
7304,103,185,305,512,894,1490,2276,2549,2451
7305,0,0,1695,2007,2316,2495,2736,2557,2451
7306,0,0,0,0,0,0,2881,2570,2451
7307,0,0,0,0,0,2573,2622,2581,2451
7308,858,1255,1565,1761,2093,2388,2720,2617,2451
7309,649,1031,1359,1661,2098,2392,2684,2643,2451
7310,0,0,0,0,0,2658,2825,2644,2451
7311,0,0,0,2021,2294,2532,2817,2665,2451
7312,0,0,0,0,2377,2519,2744,2669,2451
7313,0,0,0,0,0,0,0,2671,2451
7314,0,0,0,0,0,2654,2836,2679,2451
7315,0,0,0,0,0,0,2894,2687,2451
7316,868,1318,1631,1951,2338,2588,2841,2716,2451
7317,0,0,0,0,0,0,2924,2722,2451
7318,0,0,0,2029,2392,2651,2855,2723,2451
7319,0,0,0,0,0,0,2925,2742,2451
7320,0,0,0,0,0,0,2894,2744,2451
7321,0,0,0,0,0,0,0,2753,2451
7322,0,0,0,0,0,0,0,2790,2451
7323,0,0,0,0,0,0,0,0,2451
7324,0,0,0,0,0,0,0,0,2451
7325,863,1294,1643,1974,2326,2398,2123,2104,2452
7326,745,721,630,564,675,908,1566,2232,2452
7327,0,1317,1646,1934,2177,2277,2386,2414,2452
7328,0,0,0,2000,2270,2306,2341,2432,2452
7329,0,0,0,2023,2360,2532,2602,2461,2452
7330,0,0,1647,1911,2122,2273,2523,2477,2452
7331,814,1068,1197,1158,1238,1669,2106,2488,2452
7332,0,0,0,0,0,2647,2696,2494,2452
7333,380,383,482,656,1109,1869,2372,2506,2452
7334,0,0,0,0,0,2577,2542,2522,2452
7335,0,0,0,0,2369,2561,2741,2523,2452
7336,0,0,0,2023,2191,2105,2382,2528,2452
7337,0,0,0,0,0,2635,2782,2539,2452
7338,0,0,0,0,2392,2614,2783,2565,2452
7339,0,0,1694,1991,2234,2498,2695,2573,2452
7340,0,0,0,0,0,2641,2757,2613,2452
7341,0,0,0,0,0,0,0,2666,2452
7342,0,0,0,0,0,0,2915,2704,2452
7343,0,0,0,0,0,2638,2832,2713,2452
7344,0,0,0,0,0,0,2899,2715,2452
7345,0,0,0,0,0,0,2926,2723,2452
7346,0,1299,1693,2022,2389,2661,2912,2732,2452
7347,0,0,0,0,0,2672,2906,2734,2452
7348,0,0,0,0,0,0,0,2740,2452
7349,0,0,0,0,0,2665,2929,2777,2452
7350,0,0,0,0,0,0,0,2793,2452
7351,0,0,0,0,0,0,0,2796,2452
7352,0,0,0,0,0,0,2918,2797,2452
7353,0,0,0,0,0,0,0,2801,2452
7354,0,0,0,0,0,0,0,0,2452
7355,0,0,0,0,2377,2506,2554,2270,2453
7356,0,0,0,0,2398,2593,2694,2405,2453
7357,0,0,0,2028,2152,797,2129,2424,2453
7358,0,1300,1575,1786,2146,2445,2593,2469,2453
7359,0,0,0,2042,2353,2537,2809,2486,2453
7360,0,0,0,2007,2316,2483,2623,2498,2453
7361,0,1318,1630,1863,1169,1628,2323,2500,2453
7362,0,0,0,0,2397,2536,2237,2513,2453
7363,0,0,0,0,0,2610,2767,2525,2453
7364,0,0,0,0,0,0,0,2526,2453
7365,859,1118,1102,957,1054,1403,2297,2561,2453
7366,0,0,1705,2028,2331,2433,2742,2569,2453
7367,0,0,0,2037,2278,2480,2272,2581,2453
7368,0,0,0,0,0,2638,2757,2589,2453
7369,0,0,0,0,0,0,2823,2631,2453
7370,0,0,0,0,0,2670,2823,2633,2453
7371,0,0,0,0,0,0,2891,2644,2453
7372,0,0,0,0,0,0,2919,2721,2453
7373,0,0,0,0,0,0,2891,2724,2453
7374,0,0,0,0,0,0,2925,2725,2453
7375,0,0,0,0,0,0,0,2725,2453
7376,0,0,0,0,0,2655,2897,2727,2453
7377,0,0,0,0,0,0,2928,2736,2453
7378,0,0,0,0,0,0,0,2737,2453
7379,0,0,0,0,0,0,0,2741,2453
7380,0,0,0,0,0,0,0,2747,2453
7381,0,0,0,0,0,0,2928,2760,2453
7382,0,0,0,0,0,0,0,2765,2453
7383,0,0,0,0,0,0,0,2767,2453
7384,0,0,0,0,0,2674,2916,2773,2453
7385,0,0,0,0,0,0,0,2781,2453
7386,0,0,0,0,0,0,0,2791,2453
7387,0,0,0,0,0,0,0,2806,2453
7388,0,0,0,0,0,0,0,0,2453
7389,0,0,0,0,0,2673,2057,2173,2454
7390,0,0,1676,1832,1634,1428,1740,2381,2454
7391,824,896,563,518,615,1057,1929,2412,2454
7392,0,0,0,0,2392,2643,2546,2418,2454
7393,0,0,0,0,2401,2664,2806,2432,2454
7394,0,0,0,0,0,2597,2584,2438,2454
7395,379,494,619,867,1296,1948,2445,2507,2454
7396,0,1291,1586,1723,1643,1746,2332,2516,2454
7397,388,467,592,739,1056,1692,2285,2523,2454
7398,838,1149,1333,1575,1753,2108,2487,2551,2454
7399,0,0,1686,1998,2265,2405,2671,2567,2454
7400,0,0,0,0,2400,2600,2742,2571,2454
7401,0,0,0,0,0,2550,2641,2575,2454
7402,0,0,0,0,0,2634,2677,2589,2454
7403,0,0,0,0,0,0,2856,2591,2454
7404,0,1295,1614,1853,2096,2389,2642,2602,2454
7405,0,0,0,0,2382,2590,2771,2603,2454
7406,0,0,0,0,0,0,2854,2605,2454
7407,0,0,0,0,2394,2668,2865,2607,2454
7408,0,0,0,0,0,0,2844,2611,2454
7409,851,1207,1453,1548,1834,2301,2644,2612,2454
7410,0,0,0,0,0,2641,2873,2640,2454
7411,0,0,0,0,0,2673,2814,2647,2454
7412,0,0,0,0,0,2669,2878,2683,2454
7413,0,0,0,0,2397,2595,2827,2685,2454
7414,0,0,0,0,0,2660,2864,2693,2454
7415,0,0,0,0,0,2660,2879,2702,2454
7416,853,1285,1658,1977,2353,2641,2881,2709,2454
7417,0,0,0,0,2395,2640,2782,2723,2454
7418,0,0,0,0,2402,0,0,2731,2454
7419,0,0,0,0,0,2672,2873,2739,2454
7420,0,0,0,0,0,0,0,2752,2454
7421,0,0,0,0,0,0,2909,2753,2454
7422,0,0,0,0,0,2666,2908,2756,2454
7423,0,0,0,0,0,0,0,2762,2454
7424,0,0,0,0,0,0,0,2776,2454
7425,0,0,0,0,0,0,2929,2777,2454
7426,0,0,0,0,0,0,0,2786,2454
7427,0,0,0,0,0,0,0,2797,2454
7428,0,0,0,0,0,0,0,2804,2454
7429,0,0,0,0,0,0,0,0,2454
7430,0,0,0,0,0,0,0,0,2454
7431,0,0,0,0,0,0,0,0,2454
7432,0,0,1594,1535,723,613,957,1998,2455
7433,0,0,1666,1842,1445,1179,1513,2218,2455
7434,0,0,0,0,2352,2310,2204,2354,2455
7435,846,1018,740,563,610,875,1599,2356,2455
7436,0,0,0,0,0,2642,2596,2450,2455
7437,0,0,0,0,0,2661,2732,2477,2455
7438,0,1310,1547,1578,1590,1595,2089,2491,2455
7439,0,1307,1550,1700,1817,2071,2438,2510,2455
7440,0,0,0,0,0,2633,2411,2527,2455
7441,0,0,0,0,2402,2641,2726,2579,2455
7442,0,0,0,0,0,0,2840,2588,2455
7443,0,0,0,0,2393,2620,2846,2597,2455
7444,0,0,0,0,0,0,2874,2597,2455
7445,0,0,0,0,0,0,2850,2618,2455
7446,0,0,0,0,0,2626,2791,2620,2455
7447,0,0,0,0,2371,2576,2718,2622,2455
7448,0,0,0,0,2398,2613,2780,2635,2455
7449,0,0,0,0,0,0,2926,2659,2455
7450,0,0,0,0,0,2518,2761,2665,2455
7451,0,0,0,0,0,2669,2865,2669,2455
7452,0,0,0,0,0,0,2908,2704,2455
7453,0,0,0,0,0,0,2890,2705,2455
7454,0,0,0,0,0,0,2928,2711,2455
7455,0,0,0,0,2397,2653,2898,2739,2455
7456,0,0,0,0,0,0,0,2753,2455
7457,0,0,0,0,0,0,2929,2754,2455
7458,0,0,0,0,0,0,0,2755,2455
7459,0,1329,1698,2018,2382,2662,2917,2769,2455
7460,0,0,0,0,0,0,0,2770,2455
7461,0,0,0,0,0,0,0,2776,2455
7462,0,0,0,0,0,0,0,2778,2455
7463,0,0,0,0,0,0,0,2786,2455
7464,0,0,0,0,0,0,0,2787,2455
7465,0,0,0,0,0,0,0,2790,2455
7466,0,0,0,0,0,0,0,0,2455
7467,0,0,0,0,2310,2017,1634,2131,2456
7468,0,0,0,0,2176,1382,1408,2230,2456
7469,0,1325,1647,1886,2016,1844,1946,2408,2456
7470,0,0,1662,1864,1542,1406,1887,2411,2456
7471,0,0,0,2034,2248,2099,2299,2420,2456
7472,0,0,1671,1806,1851,1735,1950,2446,2456
7473,861,1114,1072,1023,1053,1244,2012,2498,2456
7474,0,0,0,0,2354,2500,2735,2535,2456
7475,0,0,0,0,2330,2416,1978,2541,2456
7476,0,0,0,0,0,2666,2697,2543,2456
7477,0,0,0,2033,2340,2471,2678,2544,2456
7478,0,0,0,0,2399,2309,2270,2549,2456
7479,0,0,0,0,0,0,0,2583,2456
7480,0,1277,1561,1858,2180,2445,2593,2599,2456
7481,0,0,0,0,2399,2602,2735,2614,2456
7482,0,0,0,0,0,0,2900,2616,2456
7483,0,0,0,0,0,0,2892,2662,2456
7484,0,0,0,0,0,2666,2850,2665,2456
7485,0,0,0,0,0,0,2922,2679,2456
7486,0,0,0,0,0,0,2909,2695,2456
7487,0,0,0,0,0,0,2871,2697,2456
7488,0,0,0,0,0,2668,2880,2730,2456
7489,0,0,0,0,0,0,0,2730,2456
7490,0,0,0,0,0,0,0,2743,2456
7491,0,0,0,2038,2387,2612,2816,2744,2456
7492,0,0,0,0,0,0,0,2744,2456
7493,0,0,0,0,0,0,2899,2771,2456
7494,0,0,0,0,0,0,0,2783,2456
7495,0,0,0,0,0,0,0,2797,2456
7496,0,0,0,0,0,0,0,2797,2456
7497,0,0,0,0,0,0,0,2808,2456
7498,0,0,0,0,0,0,0,0,2456
7499,0,0,0,0,0,0,0,0,2456
7500,0,0,0,0,2382,2475,2337,2343,2457
7501,110,81,92,143,260,582,1494,2384,2457
7502,0,0,0,0,0,2021,1686,2391,2457
7503,0,0,0,0,2391,2530,2569,2423,2457
7504,0,1320,1616,1789,1899,2053,2481,2425,2457
7505,598,630,632,547,677,1144,1912,2450,2457
7506,697,558,463,388,518,998,1664,2466,2457
7507,0,0,0,0,0,2337,2522,2653,2457
7508,0,0,0,0,2378,2539,2861,2660,2457
7509,0,0,0,0,0,0,2901,2661,2457
7510,0,0,0,0,2355,2524,2709,2671,2457
7511,0,1319,1638,1896,2212,2448,2720,2674,2457
7512,0,0,0,0,0,0,2884,2686,2457
7513,0,0,0,0,0,0,2868,2704,2457
7514,0,0,0,0,0,0,2926,2725,2457
7515,0,0,0,0,0,0,0,2732,2457
7516,0,0,0,0,0,0,2926,2733,2457
7517,862,1283,0,2043,2395,2661,2860,2740,2457
7518,0,0,0,0,0,0,2922,2756,2457
7519,0,0,0,0,0,0,0,2769,2457
7520,0,0,1700,2028,2385,2669,2910,2770,2457
7521,0,0,0,0,0,0,0,2784,2457
7522,0,0,0,0,0,0,0,2807,2457
7523,392,324,309,355,413,595,1225,2029,2458
7524,645,930,1191,1479,1591,1704,1954,2297,2458
7525,0,1316,1607,1779,1701,1583,1852,2310,2458
7526,0,1330,1609,1653,1257,1085,1690,2331,2458
7527,869,1152,1045,881,873,1116,1837,2368,2458
7528,0,0,0,0,2361,2291,2209,2404,2458
7529,815,1042,970,1106,1382,1748,2185,2480,2458
7530,0,0,0,0,0,0,2849,2513,2458
7531,821,1178,1541,1843,2112,2353,2441,2517,2458
7532,0,0,0,0,2402,2556,2553,2518,2458
7533,0,0,0,0,0,2589,2576,2520,2458
7534,601,686,654,719,1045,1758,2323,2525,2458
7535,0,0,0,0,2373,2538,2764,2534,2458
7536,0,0,0,0,2398,2591,2660,2543,2458
7537,0,0,1688,2001,2276,2391,2601,2549,2458
7538,0,0,0,0,0,2604,2703,2568,2458
7539,0,0,0,0,0,0,2865,2586,2458
7540,0,0,0,2044,0,2633,2707,2595,2458
7541,0,0,0,0,0,0,2872,2596,2458
7542,0,0,0,2026,2316,2453,2642,2604,2458
7543,0,0,0,0,2401,2614,2733,2606,2458
7544,0,0,1690,1953,2257,2391,2665,2611,2458
7545,0,0,0,0,2380,2611,2812,2633,2458
7546,0,0,0,0,0,0,2901,2655,2458
7547,0,0,0,0,0,0,2872,2665,2458
7548,0,0,0,0,0,2661,2824,2669,2458
7549,0,0,0,0,0,0,2930,2674,2458
7550,0,0,0,0,0,0,2890,2676,2458
7551,0,1328,1671,1873,1874,2162,2612,2679,2458
7552,0,0,1700,2035,2402,2642,2824,2681,2458
7553,0,0,0,0,0,0,2880,2691,2458
7554,0,0,0,0,0,2671,2896,2695,2458
7555,0,0,0,0,0,0,2904,2700,2458
7556,0,0,0,0,0,2674,2852,2701,2458
7557,0,0,0,0,0,2603,2801,2705,2458
7558,648,882,1088,1363,1732,2237,2665,2706,2458
7559,0,0,0,0,0,0,2929,2714,2458
7560,0,0,0,0,0,0,0,2716,2458
7561,0,1326,1678,1993,2305,2599,2824,2718,2458
7562,0,0,0,0,0,0,2890,2719,2458
7563,0,0,0,0,0,0,2905,2727,2458
7564,0,0,0,0,2402,2666,2915,2729,2458
7565,0,0,0,0,0,0,0,2729,2458
7566,0,0,0,0,0,0,0,2737,2458
7567,0,0,0,0,0,0,0,2743,2458
7568,0,0,0,0,0,0,0,2752,2458
7569,0,0,0,2033,2388,2667,2901,2762,2458
7570,0,0,0,0,0,0,2930,2768,2458
7571,0,0,0,0,0,0,0,2768,2458
7572,0,0,0,0,0,0,0,2769,2458
7573,0,0,0,0,0,0,2927,2772,2458
7574,0,0,0,0,0,0,0,2793,2458
7575,0,0,0,0,0,2670,2917,2794,2458
7576,0,0,0,0,0,0,0,0,2458
7577,0,1268,1265,807,670,832,1414,2268,2459
7578,0,0,0,0,2332,2134,2043,2347,2459
7579,0,0,0,0,0,2665,2618,2356,2459
7580,778,727,562,418,398,639,1461,2366,2459
7581,756,798,840,973,1201,1849,2528,2426,2459
7582,0,0,0,0,2397,2551,2502,2448,2459
7583,0,0,1638,1881,1787,1770,2205,2474,2459
